RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7606,15710138,Sun,718,Spain,Male,39,6,0,2,0,1,63889.1,0
1438,15742632,Alexeyeva,670,France,Female,31,9,0,1,0,1,76254.83,0
5698,15671779,Nebechi,567,France,Male,39,5,0,2,0,0,168521.72,0
9090,15676526,Bentley,608,France,Female,34,4,88772.87,1,1,1,168822.01,0
7332,15773869,Onwudiwe,797,Spain,Male,59,4,129321.44,1,1,1,93624.55,0
7229,15707602,Macleod,539,France,Female,47,2,127286.04,2,1,1,166929.43,1
5194,15767757,Pisano,562,Spain,Female,29,9,120307.58,1,1,1,6795.61,0
6352,15794472,Brookes,553,France,Female,27,3,0,2,0,0,159800.16,0
3393,15725429,Vincent,623,Germany,Male,33,8,96759.42,1,1,1,174777.98,0
2012,15726267,Paterson,570,France,Male,32,9,117337.54,2,0,1,62810.91,0
1562,15766374,Leak,632,Germany,Male,42,4,119624.6,2,1,1,195978.86,0
1670,15582259,Campbell,567,France,Female,37,7,0,2,1,1,28690.9,0
1693,15809006,Walker,602,France,Male,23,7,113758.48,2,0,0,84077.6,0
9026,15574743,Chiu,577,Spain,Male,29,2,0,1,1,1,168924.41,0
579,15734674,Lin,593,France,Female,41,6,0,1,1,0,65170.66,0
989,15664521,David,659,Spain,Male,31,7,149620.88,2,1,1,,0
8321,15602354,Ginikanwa,564,Germany,Male,33,3,109341.87,1,1,0,75632.78,0
8810,15760568,Dalrymple,593,Germany,Female,38,5,142658.04,2,0,1,135337.11,0
41,15619360,Hsiao,472,Spain,Male,40,4,0,1,1,0,70154.22,0
7983,15665129,Kapustin,545,Germany,Male,33,1,132527.9,2,0,1,107429.71,0
8561,15599386,Black,627,Germany,Male,28,5,71097.23,1,1,1,130504.49,0
3907,15674343,Esposito,597,France,Male,44,8,78128.13,2,0,1,109153.04,0
8750,15701238,Chia,683,France,Male,47,1,0,2,1,0,148989.15,0
8217,15637717,Lockington,704,Germany,Male,41,4,109026.8,2,1,1,43117.1,0
1462,15640627,Wan,611,Spain,Male,34,4,0,2,1,0,170950.58,0
5985,15640667,Yu,662,France,Female,41,4,0,2,1,0,126551.48,0
9206,15758750,Iweobiegbunam,564,France,Male,155,0,110527.17,1,1,1,87060.77,0
6969,15721793,Chiu,510,Germany,Female,10,7,123936.54,1,1,1,23768.01,0
2516,15744327,Ruth,564,France,Male,40,4,0,1,1,0,85455.62,1
7262,15734578,Craig,726,France,Female,53,1,113537.73,1,0,1,28367.21,0
9054,15604551,Robb,732,France,Female,35,3,0,2,1,0,12982.42143,0
2333,15695492,P'eng,439,France,Female,29,6,156569.43,1,1,0,180598.66,0
8957,15723481,Wright,728,Spain,Male,42,8,0,2,0,1,41823.22,0
7936,15587311,Dobbs,582,Spain,Male,33,6,0,2,0,1,72970.93,0
3438,15619436,Pan,700,France,Female,160,3,0,1,0,0,95740.37,0
6046,15784594,Mazzi,549,Germany,Female,37,1,130622.34,2,1,1,899499.58,0
300,15811490,French,627,France,Male,33,5,0,2,1,1,103737.82,0
9663,15660611,Gallo,748,Spain,Male,39,3,0,2,1,1,123998.52,0
5466,15794941,Chibueze,647,Germany,Female,41,1,85906.65,3,1,0,189159.97,0
3742,15635396,Thompson,738,Germany,Female,,9,139106.19,1,1,0,141872.05,1
4640,15567078,Kovaleva,789,France,Female,27,8,66201.96,1,1,1,79458.12,0
9023,15694995,O'Sullivan,712,France,Male,23,2,0,2,0,1,66795.78,0
8793,15766137,Muir,,France,Male,34,2,0,2,1,1,83087.13,0
2052,15792222,Johnstone,712,France,Female,37,1,106881.5,2,0,0,169386.81,0
3460,15754919,Nwebube,773,France,Female,40,10,0,2,0,1,69303.15,0
2935,15690188,Maclean,631,France,Male,33,7,0,1,1,1,58043.02,1
2970,15726358,Chiemenam,681,France,Male,34,7,0,2,0,0,130686.59,0
2698,15699450,Li,723,France,Male,48,7,0,2,1,1,150694.58,0
5823,15671351,Romani,624,Spain,Male,35,2,0,2,1,0,87310.59,0
3884,15604355,Shand,519,France,Male,39,1,97700.02,1,1,1,30709.03,0
5360,15801832,Lombardo,,Germany,Male,42,1,117691,1,1,1,23135.65,1
7008,15663942,Hsiung,639,France,Female,38,5,0,2,0,0,,0
4097,15758775,Vasilyeva,820,Spain,Male,34,10,97208.46,1,1,1,59553.34,0
9386,15759244,Boone,687,Germany,Male,44,8,95368.14,2,1,1,1787.85,0
3707,15657565,Nwokezuike,629,Spain,Female,44,6,125512.98,2,0,0,79082.76,0
4380,15808831,Dale,669,France,Male,29,7,0,2,1,1,138145.62,0
2700,15600103,Alexander,633,Germany,Female,29,8,104944.1,1,1,1,97684.46,0
9062,15724444,Wall,567,France,Female,38,1,125877.65,2,1,1,107841.77,0
3371,15749905,Carr,698,Spain,Female,47,6,0,1,1,0,50213.81,1
4159,15771580,Davison,850,France,Female,38,0,106831.69,1,0,1,148977.72,0
303,15695699,Calabrese,687,France,Male,35,8,0,2,1,0,10334.05,0
5496,15601387,Yen,721,France,Male,35,10,0,2,1,0,71594.26,0
4850,15660301,Dellucci,491,Germany,Male,70,6,148745.92,2,1,1,17818.33,0
7086,15575605,Napolitano,725,France,Male,38,6,0,2,1,1,158697.28,0
4833,15808389,Iheatu,617,France,Female,79,7,0,1,1,1,160589.18,0
3966,15775892,Caldwell,748,Spain,Female,23,8,85600.08,1,0,0,134077.71,0
6080,15739292,Gorshkov,609,Germany,Male,31,9,103837.75,1,1,1,150218.11,0
6596,15734948,Igwebuike,4808,Spain,Male,24,7,0,2,0,0,144660.42,0
6544,15796218,Wei,101.75,Germany,Male,29,1,131968.57,2,1,1,147693.92,0
2195,15710161,Ko,850,France,Female,34,2,0,2,1,1,171706.66,0
3142,15769596,Yen,710,Germany,Female,24,2,110407.44,2,0,0,15832.43,1
559,15717046,Wentworth-Shields,741,Spain,Male,53,3,0,2,1,1,38913.68,0
5677,15568104,Zubarev,749,France,Female,26,6,0,2,0,1,34948.77,0
5408,15714431,Yeh,561,France,Male,37,1,100443.36,2,0,1,101693.73,0
9110,15703682,Kalinina,681,Spain,Male,33,10,0,1,0,0,158336.36,0
2351,15646764,Lorenzo,617,Germany,Female,58,3,119024.75,2,1,0,35199.24,1
490,15807709,Kirby,714,Germany,Female,55,9,180075.22,1,1,1,100127.71,0
7648,15674583,Trevisani,768,France,Male,25,0,78396.08,1,1,1,8316.19,0
2432,15782247,Yeh,540,France,Male,22,4,0,3,1,1,186233.26,1
5329,15680234,Bray,667,Germany,Male,27,2,138032.15,1,1,0,166317.71,0
2823,15603582,Robertson,569,Spain,Female,34,3,0,1,1,0,133997.53,0
1776,15725664,Wallace,549,France,Female,38,8,107283.4,1,0,0,157442.75,0
3930,15658548,Ignatiev,646,Germany,Female,36,6,144773.29,2,1,0,53217.3,0
7814,15592751,Okwudiliolisa,684,Germany,Female,63,3,81245.79,1,1,0,69643.31,1
272,15619955,Bevington,,Germany,Male,34,3,100337.96,3,1,0,48559.19,1
6371,15798200,Manna,707,France,Male,35,2,0,3,1,1,94148.3,0
2479,15652808,Monaldo,774,France,Female,41,5,126670.37,1,1,0,102426.06,0
2388,15595588,Chukwunonso,773,Spain,Female,39,4,0,2,0,1,182081.45,0
4543,15585455,Stewart,5040,France,Male,28,9,0,2,0,0,32599.35,0
8618,15672481,Ulyanov,641,France,Male,37,6,0,2,1,0,45309.24,0
7330,15648876,Sandover,501,France,Female,34,5,0,1,1,0,27380.99,0
1970,15671930,H?,717,France,Female,36,5,0,2,1,1,145551.6,0
6603,15580872,Chinweike,761,Germany,Female,38,1,120530.13,2,1,0,109394.62,0
5495,15642821,Ijendu,383,Spain,Female,48,8,95808.19,1,0,0,137702.01,1
408,15745354,Franklin,611,Spain,Female,37,4,0,2,1,0,125696.26,0
105,15804919,Dunbabin,670,Spain,Female,65,1,0,1,1,1,177655.68,1
5574,15628893,Power,681,France,Male,29,8,0,1,1,0,66367.33,0
8744,15746035,Pagnotto,450,Spain,Male,25,9,74237.2,2,0,1,195463.35,0
502,15715941,Lueck,692,France,Male,54,5,0,2,1,1,88721.84,0
6587,15699515,Manfrin,643,Germany,Male,33,7,98630.31,2,1,1,40250.82,0
6044,15760851,Gratton,629,France,Male,31,6,0,2,1,0,93881.75,0
117,15705512,Welch,668,Germany,Female,37,6,167864.4,1,1,0,115638.29,0
7572,15768342,Bolton,718,France,Male,52,8,79475.3,3,1,1,32421.32,1
7482,15778589,Collier,5008,France,Male,34,7,113014.7,2,1,1,56646.28,0
5509,15567442,Ibezimako,656,France,Female,75,3,0,2,1,1,1276.87,0
1164,15600997,Demuth,747,Germany,Female,32,5,67495.04,2,0,1,77370.37,0
6024,15612139,Fu,786,France,Female,33,0,83036.05,1,0,1,,1
3926,15701206,Torreggiani,566,Spain,Male,220,5,0,2,1,0,66462.79,0
8579,15707011,Morrison,,France,Male,47,10,137682.68,1,1,0,71071.47,0
8642,15749103,Ginikanwa,604,Germany,Female,47,4,118907.6,1,0,1,47777.15,1
739,15661036,Davis,725,France,Male,46,6,0,2,1,0,161767.38,0
1966,15772243,MacDonald,612,France,Female,33,9,0,1,0,0,142797.5,1
6632,15665177,Booth,613,France,Male,44,3,0,2,0,1,136491.72,0
1448,15697311,Nebechukwu,697,Spain,Male,56,5,110802.03,1,1,1,50230.31,1
962,15582797,Ch'iu,685,Spain,Male,35,4,137948.51,1,1,0,113639.64,0
7353,15809800,Korovina,726,France,Female,38,4,0,2,0,0,6787.48,0
5595,15658432,Freeman,688,France,Male,40,6,0,1,1,1,47886.44,0
2177,15704746,Inman,699,Spain,Male,,2,167455.66,2,1,1,55324.49,0
1342,15609824,Fedorov,794,France,Female,41,7,176845.41,3,1,0,166526.26,1
5096,15742442,Udegbulam,705,Spain,Female,46,5,89364.91,1,0,1,139162.15,0
5820,15800366,Walton,546,France,Male,29,5,0,1,1,1,94823.95,0
5181,15799720,Coburn,569,Spain,Male,43,8,161546.68,2,0,1,178187.28,0
5878,15758510,Frolova,474,France,Male,26,6,0,2,0,0,152491.22,0
9508,15728885,Defalco,808,France,Male,41,0,0,1,1,1,79888.78,0
7991,15643635,Robertson,664,Spain,Male,32,5,133705.74,1,0,0,134455.84,0
1095,15621687,Mackay,,France,Male,34,0,0,2,1,0,43169.15,0
568,15689614,Teng,687,Spain,Female,63,1,137715.66,1,1,1,37938.74,0
2910,15606274,Lori,594,Germany,Male,38,6,63176.44,2,1,1,14466.08,0
880,15697497,She,518,France,Female,45,9,105525.65,2,1,1,,0
5575,15764073,Arcuri,503,Spain,Female,36,9,0,2,1,1,16274.67,0
3704,15768451,MacDonald,739,Germany,Male,40,5,149131.03,3,1,1,60036.99,1
9918,15755731,Davis,635,Germany,Male,53,8,117005.55,1,0,1,123646.57,1
9383,15665634,Campbell,645,France,Female,38,7,59568.57,1,1,1,167723.25,0
820,15747807,Gallagher,720,France,Female,8.6,6,137824.03,2,1,0,172557.77,0
6263,15650026,Barclay-Harvey,513,France,Male,44,1,63562.02,2,0,1,52629.73,1
6037,15687218,West,674,France,Female,27,4,79144.34,1,0,1,50743.83,0
5317,15780386,Ferri,654,Spain,Male,40,5,105683.63,1,1,0,173617.09,0
2877,15585284,Thomson,604,Spain,Female,35,7,147285.52,1,1,1,57807.05,0
2975,15746737,Eames,565,Germany,Male,59,9,69129.59,1,1,1,170705.53,0
1173,15697789,Li Fonti,647,Germany,Female,43,3,122717.53,2,1,1,87000.39,0
8936,15585066,Chimaraoke,660,France,Female,43,1,0,1,0,1,112026.1,1
3158,15815236,Chiganu,574,Spain,Male,34,5,0,2,0,0,28269.86,0
6460,15632125,Blake,,Germany,Male,45,5,63832.43,1,1,1,93707.8,0
5334,15784445,Huang,717,Spain,Male,33,1,99106.73,1,0,0,194467.23,0
8703,15690589,Udinesi,541,France,Male,37,9,212314.03,1,0,1,148814.54,0
1941,15659651,Ross,531,Germany,Female,31,7,117052.82,1,1,0,118508.09,1
8272,15815645,Akhtar,481,France,Male,37,8,152303.66,2,1,1,175082.2,0
4494,15624437,Johnson,825,Spain,Female,32,1,0,2,1,1,42935.15,0
2786,15771417,Thomas,640,France,Male,43,7,132412.38,1,0,0,69584.3,1
8104,15740223,Walton,479,Germany,Male,51,1,107714.74,3,1,0,86128.21,1
348,15747358,Russell,643,Germany,Male,59,3,170331.37,1,1,1,,0
7726,15631756,Tuan,60.25,France,Female,35,5,147813.05,2,0,0,109029.72,0
9379,15762682,Mitchell,709,Spain,Female,35,1,111827.27,2,1,0,12674.68,0
9142,15756277,Wilson,,Germany,Female,43,8,92244.83,2,1,0,54949.73,0
933,15634141,Shephard,88.5,Germany,Female,42,8,192390.52,2,1,0,823.36,0
9544,15613518,Bellucci,647,France,Female,35,6,112668.7,1,0,1,122584.29,0
4095,15760880,Edman,513,France,Male,29,10,0,2,0,1,25514.77,0
8267,15706764,Spencer,560,France,Female,7,1,0,2,1,0,3701.63,0
7153,15737998,Cheng,529,France,Male,46,8,0,1,0,0,126511.94,1
1736,15727251,Vincent,642,France,Male,30,8,117494.27,1,0,0,61977.82,0
7097,15787693,Kharlamov,559,Spain,Male,38,3,145874.35,1,1,0,56311.39,1
6466,15606855,Wang,730,Spain,Male,26,6,0,2,1,1,185808.7,0
1452,15684198,McDonald,551,France,Female,38,10,0,2,1,1,216.27,0
7742,15634501,Wei,441,France,Male,60,1,140614.15,1,0,1,174381.23,0
478,15809722,Ankudinov,611,France,Female,40,8,100812.33,2,1,0,147358.27,0
775,15789158,Nikitina,636,Germany,Male,49,6,113599.74,2,1,0,158887.09,1
2917,15704583,Chikwado,651,France,Male,56,2,0,1,1,0,114522.68,1
7401,15802071,Levi,762,Germany,Male,35,1,117458.51,1,0,1,178361.48,1
1399,15628947,Praed,693,France,Female,38,3,0,2,0,0,78133.48,1
4752,15763256,Sheppard,661,Germany,Female,64,8,128751.65,2,1,0,189398.18,1
7066,15568162,Sung,527,Spain,Male,53,8,0,1,1,1,51711.57,0
9604,15698927,Ritchie,675,France,Male,39,7,0,2,0,1,5181.03,0
7299,15789865,Nnaife,620,France,Male,28,9,71902.52,1,0,1,190208.23,0
4884,15593280,Yuryeva,614,Germany,Male,43,8,140733.74,1,1,1,166588.76,0
4445,15639049,Cartagena,489,France,Female,31,7,139395.08,1,0,1,6120.84,0
3840,15806230,Trevisano,629,Germany,Male,40,2,121647.54,2,1,1,64849.74,1
4525,15658852,Stevens,676,France,Male,38,8,0,2,1,1,133692.88,0
9157,15679551,Colombo,504,Spain,Female,46,2,163764.84,1,1,1,165122.55,1
73,15812518,Palermo,657,Spain,Female,37,0,163607.18,1,0,1,44203.55,0
4734,15743538,Pickering,88.75,France,Female,31,1,0,2,1,0,20081.3,0
3128,15721007,Charlton,776,Germany,Male,33,8,115130.34,1,0,0,129525.5,1
8327,15813645,Hamilton,491,France,Female,36,0,53369.13,1,1,1,103934.12,0
6717,15805676,Hsu,515,Spain,Male,29,4,151012.55,2,1,0,9770.97,0
1965,15738318,Kung,800,France,Female,40,5,97764.41,1,1,0,98640.15,1
3883,15568328,Black,488,France,Female,22,6,0,2,1,1,66393.89,0
7130,15781875,Jamieson,850,Spain,Male,33,3,100476.46,2,1,1,136539.13,0
3908,15658890,Belonwu,603,Germany,Male,46,4,98899.76,2,1,1,86190.34,0
325,15682757,Pardey,734,France,Male,150,3,0,2,1,0,107640.25,0
521,15671256,Macartney,850,France,Female,175,1,211774.31,1,1,0,188574.12,1
3684,15727197,Pinto,576,France,Female,52,9,170228.59,2,0,0,148477.57,1
6353,15646632,Reid,741,France,Male,38,9,0,2,1,0,14379.01,0
4440,15696539,Wade,613,France,Female,21,7,105627.95,1,1,1,36560.51,0
6458,15722090,Tseng,615,Spain,Male,51,6,81818.49,1,1,1,169149.38,0
4937,15792986,T'ao,580,Germany,Male,24,1,133811.78,1,1,0,17185.95,1
1937,15810457,Miller,728,Germany,Female,33,9,150412.14,2,1,0,170764.08,0
7354,15736420,Macdonald,596,France,Male,21,4,210433.08,2,0,1,197297.77,1
5424,15749671,K?,794,France,Male,35,6,0,2,1,1,68730.91,0
8034,15576526,Steele,850,Spain,Male,36,6,0,2,0,1,41291.05,0
4024,15629187,Titheradge,535,France,Male,38,8,85982.07,1,1,0,9238.35,0
1570,15670823,Hsueh,651,Germany,Female,42,1,116646.76,1,1,0,44731.8,1
9914,15590177,Chiedozie,718,France,Female,44,1,133866.22,1,0,1,139049.24,0
8896,15658972,Foster,699,France,Female,40,8,122038.34,1,1,0,102085.35,0
6053,15752857,Palerma,452,Germany,Male,52,1,98443.14,2,0,0,92033.98,0
8107,15764892,Spinelli,73.75,Spain,Female,51,10,84474.62,2,1,1,190937.09,0
1683,15662758,Watson,620,France,Male,41,0,97925.11,1,1,0,85000.32,0
2674,15574910,Ferguson,601,France,Male,50,2,115625.07,1,1,0,185855.21,0
4600,15624451,Huddart,641,France,Female,38,3,0,2,1,0,116466.19,0
8240,15753955,Lori,639,Spain,Male,6.8,7,149940.04,2,0,0,22378.40143,0
4528,15593900,Belousov,705,France,Male,38,1,189443.72,1,0,1,106648.58,0
2692,15629150,Lucchese,721,France,Female,37,1,0,2,1,0,70810.8,0
8680,15753092,He,791,Germany,Male,35,5,129828.58,1,1,1,181918.26,1
1516,15602497,Honore,850,Spain,Male,39,6,133214.13,1,0,1,20769.88,0
8378,15567147,Ratten,802,Spain,Male,40,4,0,2,1,1,81908.09,0
6358,15674637,Pagnotto,,France,Female,68,3,107571.61,1,0,1,113695.99,0
9335,15777217,Somadina,5128,Spain,Male,25,10,0,2,1,1,180808.39,0
9994,15569266,Rahman,644,France,Male,28,7,155060.41,1,1,0,29179.52,0
2606,15620398,Mitchell,635,Spain,Female,170,5,98683.47,2,1,0,15733.19,0
7820,15600792,Swayne,613,Spain,Male,5.8,0,0,2,0,1,133897.32,0
1309,15662294,Bennett,710,France,Male,33,10,118327.17,2,1,1,192928.82,0
6758,15766667,Langler,,Spain,Male,36,2,102989.83,2,0,1,49185.57,0
7356,15623072,Shaw,529,Spain,Female,35,5,0,2,1,0,56518,0
1733,15680727,Fang,735,France,Male,49,5,121973.28,1,1,0,148804.36,0
9416,15750407,Hunt,768,Germany,Female,43,2,129264.05,2,0,0,19150.14,0
3001,15584545,Aksenov,532,France,Female,40,5,0,2,0,1,177099.71,0
1052,15715003,Ko,625,Spain,Female,49,2,80816.45,1,1,1,20018.79,0
8608,15643215,Jen,602,Germany,Male,38,2,71667.97,2,0,0,137111.89,0
3611,15711716,Ferguson,580,France,Female,56,1,131368.3,1,1,0,106918.67,1
8663,15637599,Cremonesi,510,Germany,Female,44,4,123070.89,1,1,0,28461.29,1
5577,15635964,Eve,566,Germany,Male,65,4,120100.41,1,1,0,107563.16,1
8566,15749068,Nickson,632,France,Female,40,9,139625.34,1,1,0,93702.96,1
9558,15757310,Otitodilichukwu,655,Germany,Male,67,6,148363.38,1,1,1,186995.17,0
2983,15798659,Kennedy,526,Spain,Female,215,3,0,2,1,0,31705.19,0
1379,15682834,Johnstone,715,Spain,Female,35,4,40169.88,2,1,1,,0
7641,15572361,Chill,790,Germany,Female,34,2,164011.48,1,1,0,199420.41,0
9475,15631481,Thomson,673,France,Male,51,8,79563.36,2,1,1,172200.91,0
2161,15586821,Bellew,727,France,Male,28,5,0,2,0,1,19653.08,0
7709,15675650,Duncan,486,France,Female,39,8,97819.36,1,0,1,120531.31,0
7260,15718921,Ho,625,Spain,Male,32,7,106957.28,1,1,1,134794.02,0
3171,15791373,Chikezie,850,Germany,Female,35,2,80931.75,1,0,0,12639.67,1
1056,15769499,Lampungmeiua,545,Spain,Female,74,3,0,2,1,1,161326.73,0
9364,15749114,Bailey,634,Spain,Male,35,3,0,2,1,1,19515.48,0
3727,15608344,Dawson,749,Germany,Female,29,7,137059.05,3,1,0,102975.72,1
6677,15594556,Chuter,77.375,Spain,Male,52,8,0,2,1,1,123242.11,0
6342,15658364,Laney,,Germany,Female,40,1,134590.21,1,1,1,46253.65,0
7975,15722632,Dickson,716,Germany,Male,50,2,119655.77,1,1,1,12944.17,1
2295,15589204,Farrar,73.875,France,Male,33,9,131765.72,1,1,0,118782.06,0
1720,15746970,Townsend,760,Spain,Female,57,1,0,2,1,1,25101.17,0
6848,15809462,Polyakova,656,France,Male,,3,0,2,0,1,17104,0
1595,15576676,Serrano,706,Germany,Female,28,6,124923.35,2,1,1,50299.14,0
8494,15727619,Lock,753,Germany,Female,46,9,113909.69,3,1,0,92320.37,1
7567,15732943,Okwuoma,574,Spain,Male,36,4,77967.5,1,1,0,167066.95,1
7916,15803538,Douglas,695,Spain,Male,56,1,0,3,1,0,187734.49,1
4596,15782360,Rogers,743,Germany,Male,65,2,131935.51,1,1,1,96399.67,1
7015,15692408,Brown,463,Spain,Female,35,2,0,2,1,1,1950.93,0
2108,15714586,Marcelo,646,Spain,Female,42,3,99836.47,1,0,1,22909.56,0
8792,15783276,Forbes,725,France,Female,25,9,0,2,1,1,168607.74,0
2845,15757521,Ricci,,France,Male,35,2,132164.26,1,0,1,164815.59,0
5790,15726103,Tsou,689,Germany,Female,55,1,76296.81,1,1,0,42364.75,1
7017,15790254,Wood,741,Spain,Male,50,1,78737.61,1,1,1,,0
2214,15803749,DeRose,498,Germany,Female,41,4,87541.06,2,1,1,12577.21,1
6792,15599591,Martin,600,Germany,Female,39,7,88477.36,2,1,0,58632.37,0
8421,15743076,Pai,669,Spain,Male,29,9,0,1,1,1,93901.61,0
9171,15616028,T'ao,694,France,Male,30,2,0,3,0,1,15039.41,0
8977,15796617,McGregor,720,France,Male,,2,0,2,1,0,39925.52,0
2449,15667458,L?,764,Germany,Male,28,10,124023.18,1,1,0,166188.28,0
2294,15801265,Tang,689,Spain,Female,45,0,57784.22,1,1,0,197804,1
9557,15780909,Caffyn,769,Germany,Male,34,7,115101.5,1,0,0,57841.89,1
520,15745417,Knipe,707,France,Male,58,6,89685.92,1,0,1,126471.13,0
5384,15586425,Lo Duca,579,France,Male,28,4,0,2,1,1,176925.69,0
8670,15799641,Bruno,540,Spain,Male,39,2,0,2,1,0,81995.92,0
2627,15574324,Genovese,568,Germany,Female,29,2,129177.01,2,0,1,104617.99,0
5176,15626322,Lees,699,Spain,Female,29,9,127570.93,2,1,0,164756.81,0
7538,15773776,Ho,655,France,Female,38,6,0,1,1,1,188639.28,0
2400,15672516,Wall,541,Germany,Male,51,7,90373.28,2,1,0,179861.79,0
3163,15600379,Hsiung,608,Spain,Male,34,7,86656.13,1,0,1,59890.29,0
3157,15569641,Sung,692,Germany,Female,41,8,130701.29,1,1,0,59354.24,1
9107,15663650,Russell,698,Germany,Male,52,10,107304.39,3,1,0,28806.32,1
1194,15779947,Thomas,363,Spain,Female,28,6,146098.43,3,1,0,100615.14,1
7116,15773421,Genovese,5384,France,Female,42,4,0,2,1,0,121440.8,0
8054,15800524,Nnanna,686,Germany,Male,29,3,185379.02,1,1,0,,0
5441,15807269,Milanesi,690,Germany,Male,43,2,166522.78,1,0,0,119644.59,1
9140,15779904,Yobanna,597,France,Female,29,5,0,2,1,1,174825.57,0
1357,15769005,Hayward,709,France,Male,49,4,154344.49,2,1,1,38794.57,0
7388,15690898,Bogolyubova,696,France,Male,44,8,161889.79,1,0,0,75562.47,0
4120,15588197,Endrizzi,670,France,Male,36,7,0,2,0,0,59571.5,0
2876,15641640,Uspenskaya,545,Spain,Female,33,7,173331.52,1,1,0,150452.88,0
4101,15693322,Shaver,635,Germany,Female,37,9,146748.07,1,0,1,11407.58,0
9182,15655368,Wheeler,672,France,Male,47,1,0,1,0,0,91574.92,0
384,15622993,Boyd,709,Germany,Male,28,8,124695.72,2,1,0,145251.35,0
2524,15742269,Milano,756,France,Female,24,1,0,2,1,0,184182.25,0
2362,15635776,Trevisani,686,Germany,Female,43,5,154846.24,2,1,1,151903.6,0
2091,15602551,Johnson,667,Spain,Male,39,9,0,2,1,0,68873.8,0
897,15733119,Mistry,718,France,Male,35,8,0,2,1,0,94820.85,0
6236,15691457,Boyle,674,Spain,Male,36,2,0,2,1,1,182787.17,0
6420,15767804,Feng,729,France,Male,44,6,0,2,1,0,151733.43,0
6255,15721047,Ansell,578,Germany,Male,37,1,135650.88,1,1,0,199428.19,0
4004,15626141,Fedorov,,France,Female,26,1,151510.17,2,1,1,19921.72,0
6843,15797787,Denisov,614,France,Male,36,1,118311.76,1,1,0,146134.68,0
1635,15735222,Ignatieff,705,Spain,Female,23,5,0,2,1,1,73131.73,0
6722,15715638,Ch'ang,824,Germany,Male,77,3,27517.15,2,0,1,2746.41,0
7312,15722479,Ikenna,707,France,Male,37,1,0,2,0,1,6035.51,0
137,15802381,Li,461,Germany,Female,34,5,63663.93,1,0,1,167784.28,0
560,15571816,Ritchie,850,Spain,Female,70,5,0,1,1,1,705.18,0
1743,15578603,Alexeieva,584,Germany,Female,54,1,77354.37,1,0,0,138192.98,1
3550,15647725,Napolitano,675,France,Female,61,5,62055.17,3,1,0,166305.16,1
8310,15599976,Bellasis,749,France,Female,27,9,0,2,1,0,132734.87,0
1526,15568360,Rolon,569,Spain,Female,41,4,139840.36,1,1,1,163524.7,0
2702,15797010,Shen,649,France,Female,31,2,0,2,1,0,15200.61,0
2699,15729954,Azuka,586,France,Female,28,5,0,3,1,0,170487.4,1
6233,15718242,Wollstonecraft,725,Germany,Female,47,1,104887.43,1,0,0,86622.56,1
5926,15783477,Biryukov,706,Germany,Female,39,8,112889.91,1,0,1,6723.66,0
2246,15578799,Anayolisa,625,France,Female,58,10,53772.73,1,1,1,192072.1,1
7678,15711977,Finch,695,France,Male,36,4,161533,1,1,0,14420.13,0
9079,15705448,Gilbert,647,Germany,Male,52,7,130013.12,1,1,1,190806.36,1
8798,15630466,Maclean,797,France,Male,45,8,0,1,0,0,125110.02,0
7773,15614168,Alexander,792,Germany,Female,50,4,146710.76,1,1,0,16528.4,1
5250,15804038,Quinn,740,France,Male,44,9,0,1,0,1,96528,1
8845,15790717,Osinachi,695,Spain,Male,35,7,0,2,1,0,160387.98,0
39,15717426,Armstrong,850,France,Male,36,7,0,1,1,1,40812.9,0
8634,15801414,Bitter,767,France,Female,35,2,0,2,0,0,144251.38,0
6471,15616630,Tobenna,,Germany,Female,41,5,77647.6,1,1,0,190429.52,0
2567,15614878,Yeh,660,Germany,Female,29,6,180520.29,1,1,1,123850.58,0
3316,15737977,Aksyonov,527,France,Female,25,6,0,2,0,1,96758.58,0
3272,15708791,Abazu,584,Spain,Male,32,9,85534.83,1,0,0,169137.24,0
1782,15771636,Marshall,99.125,Spain,Female,36,0,0,1,0,0,148993.47,0
809,15708917,Martin,598,Germany,Male,53,10,167772.96,1,1,1,136886.86,0
2777,15685109,Teng,689,France,Male,39,7,0,2,0,0,14917.09,0
6825,15740264,Yobachi,640,France,Male,38,9,0,2,1,0,88827.67,0
6329,15629545,Buckley,790,Spain,Female,205,7,109508.68,1,0,0,86776.38,0
368,15594720,Scott,460,Germany,Female,35,8,102742.91,2,1,1,189339.6,0
4412,15740345,Osborne,657,Spain,Male,42,5,41473.33,1,1,0,112979.6,1
8749,15673971,Houghton,655,Germany,Female,44,6,146498.76,1,1,0,64853.51,1
3453,15722965,Yefimova,757,France,Male,57,3,89079.41,1,1,1,53179.21,1
6153,15735080,Cummins,508,France,Female,64,2,0,1,1,1,6076.62,0
9148,15781326,Ford,636,France,Male,35,9,95478.17,1,0,0,169286.74,0
2540,15569571,Davydova,584,Germany,Female,46,6,87361.02,2,1,0,842638.09,1
6452,15722583,Benjamin,636,Spain,Female,29,6,157576.47,2,1,1,101102.39,0
286,15626144,Chu,675,France,Male,40,7,113208.86,2,1,0,34577.36,0
9292,15679804,Esquivel,636,France,Male,36,5,117559.05,2,1,1,111573.3,0
